Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
8984;Barragem 8 - Dique Filtrante;MSM Mineração Serra da Moeda Ltda.;21.705.306/0001-13;-20°22'50.400";-43°55'03.030";Sul do Equador;ITABIRITO;MG;-;6,00;6.435,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8985;Barragem 9 - Dique Filtrante;MSM Mineração Serra da Moeda Ltda.;21.705.306/0001-13;-20°22'50.560";-43°55'09.330";Sul do Equador;ITABIRITO;MG;-;6,00;3.833,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8502;Barragem A;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°38'59.000";-46°56'46.000";Sul do Equador;ARAXÁ;MG;-;8,00;4.902,08;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8450;Barragem A;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°22'44.500";-46°55'35.300";Sul do Equador;PATOS DE MINAS;MG;Fosfato;13,50;631.000,00;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8506;Barragem A0;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°36'39.006";-47°01'45.717";Sul do Equador;ARAXÁ;MG;-;23,50;7.198.285,27;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8557;Barragem A1;MINERACAO RIO DO NORTE SA;04.932.216/0001-46;-01°28'18.900";-56°23'08.700";Sul do Equador;ORIXIMINÁ;PA;-;11,00;513.940,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9493;Barragem AFGM GP2;Valdinei Mauro de Souza;***;-16°18'30.700";-56°44'57.670";Sul do Equador;POCONÉ;MT;Areia;24,00;3.284.161,07;5 - Alteamento por linha de centro;Médio;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9626;BARRAGEM ÁGUA BRANCA;RIDALECIO DE SOUZA;***;-14°52'44.900";-56°34'22.900";Sul do Equador;ROSÁRIO OESTE;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
8559;Barragem Água Fria;MINERACAO RIO DO NORTE SA;04.932.216/0001-46;-01°27'56.900";-56°23'26.400";Sul do Equador;ORIXIMINÁ;PA;-;8,00;555.635,00;5 - Alteamento por linha de centro;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8440;Barragem Antas Norte;AVB MINERACAO LTDA.;07.605.563/0001-52;-06°14'10.040";-49°45'59.230";Sul do Equador;CURIONÓPOLIS;PA;Minério de Cobre;25,00;2.442.799,27;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8875;Barragem Aroeira;NEXA RECURSOS MINERAIS S.A.;42.416.651/0001-07;-17°58'21.600";-46°48'52.200";Sul do Equador;VAZANTE;MG;Minério de Zinco;44,00;12.286.502,10;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8462;Barragem B;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°22'51.200";-46°55'37.900";Sul do Equador;PATOS DE MINAS;MG;Fosfato;22,80;3.260.000,00;2 - Alteamento a jusante;Alto;Alto;A;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Inativa;Embargada
9183;Barragem B-6;VETRIA MINERACAO S.A.;10.228.340/0001-28;-19°15'45.700";-57°31'37.400";Sul do Equador;CORUMBÁ;MS;Minério de Ferro;11,00;36.908,00;5 - Alteamento por linha de centro;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8262;BARRAGEM B1;CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL;33.039.223/0001-11;-20°54'12.200";-43°48'14.000";Sul do Equador;CARANAÍBA;MG;-;8,00;18.113,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9348;BARRAGEM B1;Roberto Eustáquio Silva Pedrosa;00.546.997/0002-60;-18°16'56.035";-46°51'40.773";Sul do Equador;LAGAMAR;MG;-;8,00;90.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9430;Barragem B1;MINERACAO POSITIVA LTDA EM;16.800.211/0001-49;-19°32'59.900";-43°01'20.100";Sul do Equador;ANTÔNIO DIAS;MG;-;4,00;10.200,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9772;Barragem B1;COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO;26.729.643/0001-64;-15°55'32.042";-56°21'23.012";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
8505;Barragem B1;MINERACAO GERAL DO BRASIL S/A;60.727.120/0001-17;-20°03'53.300";-44°01'45.200";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;47,00;412.000,00;10 - Alteamento a montante;Baixo;Baixo;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Embargada
9810;Barragem B1;M. M. GOLD MINERACAO LTDA;28.277.368/0001-10;-06°22'05.490";-56°16'06.210";Sul do Equador;ITAITUBA;PA;-;9,50;257.346,00;0 - Etapa única;Alto;Médio;A;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado; - ;-;Ativa;Embargada
9317;Barragem B1 - Mina Ipê;MINERACAO MORRO DO IPE S.A.;22.902.554/0001-17;-20°07'11.300";-44°18'26.900";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;55,00;581.459,00;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9319;Barragem B1-Auxiliar - Mina Tico-Tico;MINERACAO MORRO DO IPE S.A.;22.902.554/0001-17;-20°06'12.700";-44°17'17.500";Sul do Equador;IGARAPÉ;MG;Minério de Ferro;68,00;2.980.000,00;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8511;Barragem B1/B4;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°38'01.000";-46°59'47.000";Sul do Equador;ARAXÁ;MG;Fosfato;58,00;40.205.997,86;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Inativa;Desembargada
8818;Barragem B12;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-24°43'07.480";-48°05'43.710";Sul do Equador;CAJATI;SP;-;13,50;2.040.963,60;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
5863;Barragem B1A;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'22.700";-44°18'45.300";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;37,00;22.460,00;5 - Alteamento por linha de centro;Alto;Alto;C;Sim;Nível de Emergência 1;2º Campanha 2024 - Não Enviado;Atestado;Campanha 2024 - Não Enviado;Inativa;Embargada
8681;Barragem B2;HERCULANO MINERACAO LTDA;41.785.833/0001-92;-20°14'59.720";-43°56'07.650";Sul do Equador;ITABIRITO;MG;-;10,00;61.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8507;Barragem B2;MINERACAO GERAL DO BRASIL S/A;60.727.120/0001-17;-20°03'58.700";-44°01'37.900";Sul do Equador;BRUMADINHO;MG;Minério de Ferro;25,50;424.000,00;10 - Alteamento a montante;Baixo;Baixo;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8500;Barragem B2;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°38'28.870";-46°58'25.859";Sul do Equador;ARAXÁ;MG;Fosfato;53,60;866.085,63;2 - Alteamento a jusante;Baixo;Baixo;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9811;Barragem B2;M. M. GOLD MINERACAO LTDA;28.277.368/0001-10;-06°21'58.030";-56°16'04.000";Sul do Equador;ITAITUBA;PA;-;9,80;54.368,12;0 - Etapa única;Alto;Médio;A;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado; - ;-;Ativa;Embargada
8694;BARRAGEM B2;MINERIOS NACIONAL S.A.;09.294.881/0001-75;-20°09'39.643";-43°50'52.101";Sul do Equador;RIO ACIMA;MG;Minério de Ferro;40,00;2.616.466,00;10 - Alteamento a montante;Baixo;Alto;A;Sim;Nível de Alerta;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9320;Barragem B2 - Mina Tico-Tico;MINERACAO MORRO DO IPE S.A.;22.902.554/0001-17;-20°06'37.550";-44°17'12.020";Sul do Equador;IGARAPÉ;MG;Minério de Ferro;109,00;1.733.334,00;10 - Alteamento a montante;Médio;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8693;BARRAGEM B2 AUXILIAR;MINERIOS NACIONAL S.A.;09.294.881/0001-75;-20°09'48.200";-43°51'03.610";Sul do Equador;RIO ACIMA;MG;Minério de Ferro;27,00;2.450.000,00;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8682;Barragem B3;HERCULANO MINERACAO LTDA;41.785.833/0001-92;-20°15'04.290";-43°56'14.040";Sul do Equador;ITABIRITO;MG;-;14,00;108.879,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8510;Barragem B3;MINERACAO GERAL DO BRASIL S/A;60.727.120/0001-17;-20°04'02.800";-44°01'22.900";Sul do Equador;BRUMADINHO;MG;-;10,00;20.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9431;Barragem B3;MINERACAO POSITIVA LTDA EM;16.800.211/0001-49;-19°32'51.300";-43°01'17.500";Sul do Equador;ANTÔNIO DIAS;MG;-;7,00;14.200,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8683;Barragem B4;HERCULANO MINERACAO LTDA;41.785.833/0001-92;-20°15'37.580";-43°55'36.390";Sul do Equador;ITABIRITO;MG;Minério de Ferro;43,00;845.824,00;2 - Alteamento a jusante;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8574;BARRAGEM B4;CSN MINERACAO S.A.;08.902.291/0001-15;-20°29'09.000";-43°53'09.000";Sul do Equador;CONGONHAS;MG;Minério de Ferro;65,00;14.698.285,00;10 - Alteamento a montante;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Não Enviado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8496;Barragem B5;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°37'01.000";-47°01'16.000";Sul do Equador;ARAXÁ;MG;Fosfato;71,00;44.380.112,76;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9814;Barragem B5;M. M. GOLD MINERACAO LTDA;28.277.368/0001-10;-06°21'39.010";-56°16'01.590";Sul do Equador;ITAITUBA;PA;Minério de Ouro Secundário;13,20;776.872,64;0 - Etapa única;Alto;Médio;A;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado; - ;-;Ativa;Embargada
9369;Barragem B6;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°36'39.621";-47°00'46.252";Sul do Equador;ARAXÁ;MG;Fosfato;49,00;15.935.353,42;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8428;Barragem BA-3;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°49'23.900";-46°52'05.900";Sul do Equador;TAPIRA;MG;-;17,00;1.112.884,89;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9916;Barragem Bacia de Decantação 02;MINERACAO FL JOTAS LTDA;09.145.188/0001-30;-19°44'41.155";-44°22'29.539";Sul do Equador;ESMERALDAS;MG;Argila;9,00;15.648,98;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Embargada
9919;Barragem Bacia de Decantação 03;MINERACAO FL JOTAS LTDA;09.145.188/0001-30;-19°44'42.014";-44°22'29.210";Sul do Equador;ESMERALDAS;MG;Argila Arenosa;7,00;37.762,15;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Embargada
8432;Barragem BD-2;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°50'14.100";-46°50'14.500";Sul do Equador;TAPIRA;MG;-;21,00;1.941.858,50;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8439;Barragem BD-5;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°49'15.700";-46°50'30.500";Sul do Equador;TAPIRA;MG;-;33,00;7.495.703,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8441;Barragem BL-1;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°50'32.900";-46°51'51.300";Sul do Equador;TAPIRA;MG;Fosfato;98,00;182.564.008,12;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
9008;BARRAGEM BLOCO  SUL ;ANGELO CARLOS VICARI JUNIOR;***;-10°41'10.760";-54°49'27.260";Sul do Equador;NOVA SANTA HELENA;MT;Minério de Ouro Primário;3,50;100,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8195;Barragem BM;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°06'45.300";-47°47'04.100";Sul do Equador;CATALÃO;GO;-;28,00;1.517.934,88;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8899;BARRAGEM BOM JARDIM;BAUMINAS MINERACAO LTDA;19.534.650/0001-45;-21°12'41.671";-42°42'53.751";Sul do Equador;MIRAÍ;MG;Argila;19,00;930.000,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8443;Barragem BR;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°50'18.600";-46°49'58.000";Sul do Equador;TAPIRA;MG;Fosfato;59,30;94.225.205,20;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8196;Barragem BR;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°06'19.130";-47°46'47.160";Sul do Equador;CATALÃO;GO;Fosfato;56,00;172.199.452,24;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8446;Barragem BRI;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°47'19.900";-46°52'44.000";Sul do Equador;TAPIRA;MG;-;31,00;21.780.421,41;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8454;Barragem C;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-18°22'47.300";-46°55'58.200";Sul do Equador;PATOS DE MINAS;MG;-;10,00;417.600,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
9611;Barragem Candonga;Yan Bittencourt nascimento ;***;-15°51'48.376";-56°13'29.773";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;8,86;172.143,07;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8498;Barragem Captação de Água;MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°10'09.300";-44°27'03.170";Sul do Equador;ITATIAIUÇU;MG;-;4,46;14.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8564;BARRAGEM CASA DE PEDRA;CSN MINERACAO S.A.;08.902.291/0001-15;-20°30'21.000";-43°53'00.000";Sul do Equador;CONGONHAS;MG;Minério de Ferro;84,00;65.374.575,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
10228;Barragem Cava 14;MINERACAO JUNDU LTDA;60.628.468/0001-57;-22°09'02.400";-47°38'33.000";Sul do Equador;ANALÂNDIA;SP;Argila;14,00;933.631,84;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9439;Barragem CBC;COMPANHIA BRASILEIRA DO COBRE;87.678.207/0001-06;-30°55'11.200";-53°25'04.950";Sul do Equador;CAÇAPAVA DO SUL;RS;Arenito;10,00;11.000.000,00;0 - Etapa única;Alto;Médio;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado;Não Enviado;-;Inativa;Embargada
8782;Barragem Central;SAFM MINERACAO LTDA;09.325.670/0001-52;-20°16'22.353";-43°53'42.615";Sul do Equador;ITABIRITO;MG;Minério de Ferro;10,00;91.145,90;10 - Alteamento a montante;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9752;BARRAGEM COOP 01;COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO;26.729.643/0001-64;-15°45'45.420";-56°15'53.860";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Secundário;6,00;145.668,73;5 - Alteamento por linha de centro;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10118;BARRAGEM D4;INDUSTRIAS NUCLEARES DO BRASIL S.A - INB;00.322.818/0036-50;-21°57'58.000";-46°30'40.000";Sul do Equador;CALDAS;MG;-;7,00;351.670,50;0 - Etapa única;Alto;Alto;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Não Atestado;Não Atestado;-;Ativa;Não Embargada
8631;Barragem da Cava;CADAM S.A.;04.788.980/0001-90;-00°53'51.673";-52°22'44.295";Sul do Equador;VITÓRIA DO JARI;AP;Caulim;25,00;2.357.000,00;2 - Alteamento a jusante;Médio;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Desembargada
8843;Barragem da Grota;SAFM MINERACAO LTDA;09.325.670/0001-52;-20°16'07.500";-43°53'35.800";Sul do Equador;ITABIRITO;MG;Minério de Ferro;13,50;48.972,55;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8627;Barragem da Mina II;COMPANHIA MINERADORA DO PIROCLORO DE ARAXA;17.806.779/0001-30;-19°39'25.200";-46°56'24.650";Sul do Equador;ARAXÁ;MG;-;25,00;22.000,00;0 - Etapa única;Baixo;Baixo;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
9124;BARRAGEM DA USINA;EMPRESA DE MINERACAO, EXPORTACAO E PESQUISA DO AMAPA LTDA;14.572.101/0001-41;02°19'16.300";-51°41'26.100";Norte do Equador;CALÇOENE;AP;Minério de Ouro Primário;10,00;80.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8849;Barragem de Aredes;SAFM MINERACAO LTDA;09.325.670/0001-52;-20°16'32.800";-43°53'53.600";Sul do Equador;ITABIRITO;MG;Minério de Ferro;0,00;0,00;10 - Alteamento a montante;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8926;BARRAGEM DE CLARIFICAÇÃO;AGIS MINERACAO LTDA.;60.874.229/0001-87;-23°25'14.000";-46°44'09.800";Sul do Equador;SÃO PAULO;SP;Argila;25,00;659.323,59;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Nível de Alerta;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
5405;Barragem de Clarificação de Água;Zamapá Mineração S.a.;05.857.559/0001-56;01°00'07.100";-51°07'44.000";Norte do Equador;FERREIRA GOMES;AP;Minério de Ferro;8,00;42.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8280;BARRAGEM DE CONTENÇÃO DE ÁGUAS PLUVIAIS-DIQUE D-03;SICAL INDUSTRIAL LTDA.;19.416.627/0001-56;-20°01'31.010";-44°00'48.700";Sul do Equador;BELO HORIZONTE;MG;-;14,00;10.450,12;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8741;BARRAGEM DE CONTENÇÃO DE REJEITOS;ITAFOS ARRAIAS MINERACAO E FERTILIZANTES S.A.;05.919.578/0001-60;-12°53'44.948";-46°49'05.224";Sul do Equador;ARRAIAS;TO;Fosfato;22,00;4.136.059,54;2 - Alteamento a jusante;Alto;Alto;B;Sim;Nível de Emergência 1;2º Campanha 2024 - Atestado;Não Enviado;Campanha 2024 - Atestado;Inativa;Embargada
9134;Barragem de Contenção de Sedimentos do Josino;FERRO + MINERACAO S.A.;21.256.870/0001-04;-20°25'32.160";-43°51'52.890";Sul do Equador;OURO PRETO;MG;-;9,40;42.500,00;2 - Alteamento a jusante;Baixo;Médio;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;-;Ativa;Não Embargada
8256;Barragem de Contenção de Sólidos Carreados;EXTRATIVA MINERAL S/A;17.174.889/0001-26;-20°06'36.060";-43°54'11.690";Sul do Equador;NOVA LIMA;MG;-;8,00;28.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9280;Barragem de Decantação de Água e Polpa - EBII - Mineroduto;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°22'19.041";-42°21'17.308";Sul do Equador;MATIPÓ;MG;-;17,00;104.528,92;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8780;BARRAGEM DE DEPOSIÇÃO DE LAMA;XILOLITE S/A;62.477.088/0001-94;-14°05'52.550";-41°41'21.140";Sul do Equador;BRUMADO;BA;Argila;7,00;60.277,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8704;BARRAGEM DE FINOS II;SALOBO METAIS S/A;33.931.478/0001-94;-05°49'26.300";-50°29'29.100";Sul do Equador;MARABÁ;PA;-;13,00;878.273,00;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Não Embargada
8182;BARRAGEM DE FLOTAÇÃO;SANTA LUZ DESENVOLVIMENTO MINERAL LTDA;22.103.965/0001-42;-11°00'12.400";-39°17'13.300";Sul do Equador;SANTALUZ;BA;Minério de Ouro Primário;31,56;6.843.839,00;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
8773;BARRAGEM DE GABIÕES;EMPRESA DE MINERACAO ESPERANCA S A;33.300.971/0001-06;-20°06'56.500";-44°13'06.100";Sul do Equador;BRUMADINHO;MG;-;5,00;30.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8765;Barragem de Germano;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16.628.281/0001-61;-20°12'59.400";-43°28'04.600";Sul do Equador;MARIANA;MG;Itabirito;163,00;129.590.000,00;10 - Alteamento a montante;Baixo;Alto;AA;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8183;BARRAGEM DE LIXIVIAÇÃO;SANTA LUZ DESENVOLVIMENTO MINERAL LTDA;22.103.965/0001-42;-11°00'13.100";-39°18'03.000";Sul do Equador;SANTALUZ;BA;Minério de Ouro Primário;30,85;1.319.400,00;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;2º Campanha 2024 - Atestado;Atestado;Campanha 2024 - Atestado;Ativa;Desembargada
